,NAME,HKSE,SEHKENG,GICS,GICSCODE,GICSENG,LOTSIZE
01989.HK,松龄护老集团,非必需性消费,Consumer Discretionary,医疗保健,35,Health Care,8000
01990.HK,兴华港口,工业,Industrials,工业,20,Industrials,1000
01991.HK,大洋集团,工业,Industrials,工业,20,Industrials,2000
01992.HK,复星旅游文化,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,200
01993.HK,雅仕维,非必需性消费,Consumer Discretionary,通讯服务,50,Communication Services,500
01995.HK,永升生活服务,地产建筑业,Properties & Construction,房地产,60,Real Estate,2000
01996.HK,弘阳地产,地产建筑业,Properties & Construction,房地产,60,Real Estate,1000
01997.HK,九龙仓置业,地产建筑业,Properties & Construction,房地产,60,Real Estate,1000
01998.HK,飞克国际,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
01999.HK,敏华控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,400
02000.HK,晨讯科技,资讯科技业,Information Technology,信息技术,45,Information Technology,2000
02001.HK,新高教集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
02002.HK,阳光纸业,原材料业,Materials,原材料,15,Materials,500
02003.HK,维信金科,金融业,Financials,金融,40,Financials,200
02005.HK,石四药集团,医疗保健业,Healthcare,医疗保健,35,Health Care,2000
02006.HK,锦江资本,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
02007.HK,碧桂园,地产建筑业,Properties & Construction,房地产,60,Real Estate,1000
02008.HK,凤凰卫视,非必需性消费,Consumer Discretionary,通讯服务,50,Communication Services,2000
02009.HK,金隅集团,地产建筑业,Properties & Construction,原材料,15,Materials,1000
02010.HK,瑞年国际,医疗保健业,Healthcare,医疗保健,35,Health Care,1000
02011.HK,中国恒泰集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
02012.HK,阳光油砂,能源业,Energy,能源,10,Energy,1000
02013.HK,微盟集团,非必需性消费,Consumer Discretionary,信息技术,45,Information Technology,1000
02014.HK,浩泽净水,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
02016.HK,浙商银行,金融业,Financials,金融,40,Financials,1000
02017.HK,沧海控股,地产建筑业,Properties & Construction,工业,20,Industrials,2000
02018.HK,瑞声科技,工业,Industrials,信息技术,45,Information Technology,500
02019.HK,德信中国,地产建筑业,Properties & Construction,房地产,60,Real Estate,1000
02020.HK,安踏体育,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
02022.HK,游莱互动,资讯科技业,Information Technology,信息技术,45,Information Technology,4000
02023.HK,中国绿岛科技,非必需性消费,Consumer Discretionary,医疗保健,35,Health Care,4000
02025.HK,瑞丰动力,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
02028.HK,映美控股,资讯科技业,Information Technology,信息技术,45,Information Technology,2000
02030.HK,卡宾,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
02031.HK,澳至尊,医疗保健业,Healthcare,医疗保健,35,Health Care,5000
02033.HK,时计宝,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
02038.HK,富智康集团,资讯科技业,Information Technology,信息技术,45,Information Technology,1000
02039.HK,中集集团,工业,Industrials,工业,20,Industrials,100
02048.HK,易居企业控股,地产建筑业,Properties & Construction,房地产,60,Real Estate,300
02051.HK,51信用卡,金融业,Financials,金融,40,Financials,500
02060.HK,浦江国际,地产建筑业,Properties & Construction,原材料,15,Materials,1000
02066.HK,盛京银行,金融业,Financials,金融,40,Financials,500
02068.HK,中铝国际,地产建筑业,Properties & Construction,工业,20,Industrials,1000
02078.HK,荣阳实业,原材料业,Materials,原材料,15,Materials,1000
02080.HK,奥克斯国际,地产建筑业,Properties & Construction,非日常生活消费品,25,Consumer Discretionary,2000
02083.HK,大自然家居,非必需性消费,Consumer Discretionary,原材料,15,Materials,1000
02086.HK,海航科技投资,资讯科技业,Information Technology,信息技术,45,Information Technology,1000
02088.HK,西王置业,地产建筑业,Properties & Construction,房地产,60,Real Estate,2000
02098.HK,卓尔智联,工业,Industrials,工业,20,Industrials,1000
02099.HK,中国黄金国际,原材料业,Materials,原材料,15,Materials,100
02100.HK,百奥家庭互动,资讯科技业,Information Technology,通讯服务,50,Communication Services,2000
02101.HK,福禄控股,资讯科技业,Information Technology,通讯服务,50,Communication Services,500
02103.HK,新力控股集团,地产建筑业,Properties & Construction,房地产,60,Real Estate,1000
02108.HK,K2 F&B,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,4000
02111.HK,超盈国际控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
02112.HK,优库资源,原材料业,Materials,原材料,15,Materials,2000
02113.HK,世纪集团国际,地产建筑业,Properties & Construction,工业,20,Industrials,5000
02116.HK,江苏创新,原材料业,Materials,原材料,15,Materials,2000
02118.HK,天山发展控股,地产建筑业,Properties & Construction,房地产,60,Real Estate,2000
02119.HK,捷荣国际控股,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,2000
02120.HK,康宁医院,医疗保健业,Healthcare,医疗保健,35,Health Care,100
02122.HK,凯知乐国际,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
02123.HK,金盾控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,4000
02128.HK,中国联塑,地产建筑业,Properties & Construction,工业,20,Industrials,1000
02133.HK,信盛矿业,原材料业,Materials,原材料,15,Materials,10000
02136.HK,利福中国,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,500
02138.HK,香港医思医疗集团,医疗保健业,Healthcare,医疗保健,35,Health Care,1000
02139.HK,甘肃银行,金融业,Financials,金融,40,Financials,1000
02163.HK,远大住工,地产建筑业,Properties & Construction,工业,20,Industrials,300
02166.HK,芯智控股,资讯科技业,Information Technology,信息技术,45,Information Technology,2000
02168.HK,佳兆业美好,地产建筑业,Properties & Construction,工业,20,Industrials,250
02178.HK,百勤油服,能源业,Energy,能源,10,Energy,1000
02180.HK,万宝盛华,非必需性消费,Consumer Discretionary,工业,20,Industrials,250
02181.HK,迈博药业-B,医疗保健业,Healthcare,医疗保健,35,Health Care,2000
02182.HK,天长集团,工业,Industrials,原材料,15,Materials,4000
02183.HK,三盛控股,地产建筑业,Properties & Construction,房地产,60,Real Estate,2000
02186.HK,绿叶制药,医疗保健业,Healthcare,医疗保健,35,Health Care,500
02188.HK,泰坦能源技术,工业,Industrials,工业,20,Industrials,2000
02189.HK,嘉涛(香港)控股,非必需性消费,Consumer Discretionary,房地产,60,Real Estate,4000
02193.HK,万景控股,地产建筑业,Properties & Construction,工业,20,Industrials,4000
02196.HK,复星医药,医疗保健业,Healthcare,医疗保健,35,Health Care,500
02198.HK,中国三江化工,原材料业,Materials,原材料,15,Materials,1000
02199.HK,维珍妮,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
02202.HK,万科企业,地产建筑业,Properties & Construction,房地产,60,Real Estate,100
02203.HK,脑洞科技,资讯科技业,Information Technology,信息技术,45,Information Technology,10000
02208.HK,金风科技,工业,Industrials,公用事业,55,Utilities,200
02211.HK,大健康国际,医疗保健业,Healthcare,医疗保健,35,Health Care,1000
02212.HK,高鹏矿业,原材料业,Materials,原材料,15,Materials,20000
02213.HK,益华控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
02218.HK,安德利果汁,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,500
02221.HK,创业集团控股,地产建筑业,Properties & Construction,工业,20,Industrials,4000
02222.HK,雷士国际,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
02223.HK,卡撒天娇,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
02225.HK,今海国际,非必需性消费,Consumer Discretionary,工业,20,Industrials,5000
02226.HK,老恒和酿造,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,500
02227.HK,守益控股,地产建筑业,Properties & Construction,工业,20,Industrials,4000
02228.HK,中国节能海东青,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,3000
02230.HK,羚邦集团,非必需性消费,Consumer Discretionary,通讯服务,50,Communication Services,5000
02231.HK,景业名邦集团,地产建筑业,Properties & Construction,房地产,60,Real Estate,1000
02232.HK,晶苑国际,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,500
02233.HK,西部水泥,地产建筑业,Properties & Construction,原材料,15,Materials,2000
02236.HK,惠生工程,能源业,Energy,能源,10,Energy,1000
02238.HK,广汽集团,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
02239.HK,国微控股,资讯科技业,Information Technology,信息技术,45,Information Technology,1000
02255.HK,海昌海洋公园,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
02258.HK,华滋国际海洋,地产建筑业,Properties & Construction,工业,20,Industrials,2000
02262.HK,梁志天设计集团,地产建筑业,Properties & Construction,工业,20,Industrials,3000
02263.HK,富石金融,金融业,Financials,金融,40,Financials,10000
02266.HK,黎氏企业,地产建筑业,Properties & Construction,工业,20,Industrials,2000
02268.HK,优源控股,原材料业,Materials,原材料,15,Materials,1000
02269.HK,药明生物,医疗保健业,Healthcare,医疗保健,35,Health Care,500
02277.HK,华融投资股份,金融业,Financials,工业,20,Industrials,5000
02278.HK,海蓝控股,地产建筑业,Properties & Construction,房地产,60,Real Estate,1000
02280.HK,慧聪集团,资讯科技业,Information Technology,信息技术,45,Information Technology,500
02281.HK,兴泸水务,公用事业,Utilities,公用事业,55,Utilities,1000
02282.HK,美高梅中国,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,400
02283.HK,东江集团控股,工业,Industrials,工业,20,Industrials,2000
02286.HK,辰兴发展,地产建筑业,Properties & Construction,房地产,60,Real Estate,1000
02288.HK,宏基资本,地产建筑业,Properties & Construction,房地产,60,Real Estate,1000
02289.HK,创美药业,医疗保健业,Healthcare,医疗保健,35,Health Care,500
02292.HK,晋安实业,地产建筑业,Properties & Construction,房地产,60,Real Estate,2000
02293.HK,百本医护,医疗保健业,Healthcare,医疗保健,35,Health Care,8000
02296.HK,华记环球集团,地产建筑业,Properties & Construction,非日常生活消费品,25,Consumer Discretionary,8000
02298.HK,都市丽人,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,1000
02299.HK,百宏实业,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
02300.HK,澳科控股,工业,Industrials,原材料,15,Materials,2000
02302.HK,中核国际,原材料业,Materials,信息技术,45,Information Technology,1000
02303.HK,恒兴黄金,原材料业,Materials,原材料,15,Materials,2000
02307.HK,锦兴国际控股,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,2000
02308.HK,研祥智能,资讯科技业,Information Technology,非日常生活消费品,25,Consumer Discretionary,4000
02309.HK,伯明翰体育,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,20000
02310.HK,时代环球集团,地产建筑业,Properties & Construction,工业,20,Industrials,2000
02312.HK,中国金融租赁,金融业,Financials,金融,40,Financials,20000
02313.HK,申洲国际,非必需性消费,Consumer Discretionary,非日常生活消费品,25,Consumer Discretionary,100
02314.HK,理文造纸,原材料业,Materials,原材料,15,Materials,1000
02317.HK,味丹国际,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,4000
02318.HK,中国平安,金融业,Financials,金融,40,Financials,500
02319.HK,蒙牛乳业,必需性消费,Consumer Staples,日常消费品,30,Consumer Staples,1000
02320.HK,合丰集团,原材料业,Materials,原材料,15,Materials,2000
02322.HK,香港潮商集团,原材料业,Materials,工业,20,Industrials,8000
02323.HK,融科控股,工业,Industrials,工业,20,Industrials,2000
02324.HK,首都创投,金融业,Financials,金融,40,Financials,10000
02326.HK,新源万恒控股,原材料业,Materials,原材料,15,Materials,10000
