symbol,symbol1,SEHKENG,GICSCODE,GICSENG,LOTSIZE
4333 HK Equity,04333.HK,0,45,Information Technology,10
4335 HK Equity,04335.HK,0,45,Information Technology,10
4336 HK Equity,04336.HK,0,45,Information Technology,10
4337 HK Equity,04337.HK,0,25,Consumer Discretionary,20
4338 HK Equity,04338.HK,0,45,Information Technology,10
6030 HK Equity,06030.HK,Financials,40,Financials,500
6033 HK Equity,06033.HK,Information Technology,50,Communication Services,1000
6036 HK Equity,06036.HK,Industrials,25,Consumer Discretionary,5000
6038 HK Equity,06038.HK,Properties & Construction,20,Industrials,10000
6049 HK Equity,06049.HK,Properties & Construction,60,Real Estate,200
6055 HK Equity,06055.HK,Consumer Staples,30,Consumer Staples,1000
6058 HK Equity,06058.HK,Financials,40,Financials,2000
6060 HK Equity,06060.HK,Financials,40,Financials,100
6063 HK Equity,06063.HK,Properties & Construction,20,Industrials,8000
6066 HK Equity,06066.HK,Financials,40,Financials,500
6068 HK Equity,06068.HK,Consumer Discretionary,25,Consumer Discretionary,2000
6069 HK Equity,06069.HK,Financials,40,Financials,500
6078 HK Equity,06078.HK,Healthcare,35,Health Care,200
6080 HK Equity,06080.HK,Properties & Construction,20,Industrials,6000
6083 HK Equity,06083.HK,Industrials,20,Industrials,4000
6088 HK Equity,06088.HK,Information Technology,50,Communication Services,1000
6090 HK Equity,06090.HK,Properties & Construction,60,Real Estate,1000
6093 HK Equity,06093.HK,Properties & Construction,60,Real Estate,2000
6098 HK Equity,06098.HK,Properties & Construction,25,Consumer Discretionary,1000
6099 HK Equity,06099.HK,Financials,40,Financials,200
6100 HK Equity,06100.HK,Consumer Discretionary,20,Industrials,200
6108 HK Equity,06108.HK,Healthcare,35,Health Care,8000
6110 HK Equity,06110.HK,Consumer Discretionary,25,Consumer Discretionary,1000
6111 HK Equity,06111.HK,Properties & Construction,60,Real Estate,1000
6113 HK Equity,06113.HK,Consumer Discretionary,50,Communication Services,2000
6116 HK Equity,06116.HK,Consumer Discretionary,25,Consumer Discretionary,200
6117 HK Equity,06117.HK,Industrials,20,Industrials,2000
6118 HK Equity,06118.HK,Healthcare,35,Health Care,1000
6119 HK Equity,06119.HK,Industrials,20,Industrials,3000
6122 HK Equity,06122.HK,Financials,40,Financials,1000
6123 HK Equity,06123.HK,Industrials,20,Industrials,2000
6128 HK Equity,06128.HK,Properties & Construction,20,Industrials,2000
6133 HK Equity,06133.HK,Information Technology,45,Information Technology,1000
6136 HK Equity,06136.HK,Utilities,55,Utilities,1000
6138 HK Equity,06138.HK,Financials,40,Financials,1000
6139 HK Equity,06139.HK,Consumer Discretionary,25,Consumer Discretionary,500
6158 HK Equity,06158.HK,Properties & Construction,60,Real Estate,1000
6160 HK Equity,06160.HK,Healthcare,35,Health Care,100
6161 HK Equity,06161.HK,Financials,40,Financials,2000
6162 HK Equity,06162.HK,Consumer Discretionary,25,Consumer Discretionary,8000
6163 HK Equity,06163.HK,Industrials,25,Consumer Discretionary,2000
6166 HK Equity,06166.HK,Properties & Construction,60,Real Estate,1000
6168 HK Equity,06168.HK,Information Technology,50,Communication Services,5000
6169 HK Equity,06169.HK,Consumer Discretionary,25,Consumer Discretionary,2000
6178 HK Equity,06178.HK,Financials,40,Financials,200
6182 HK Equity,06182.HK,Properties & Construction,15,Materials,8000
6183 HK Equity,06183.HK,Consumer Staples,30,Consumer Staples,1000
6185 HK Equity,06185.HK,Healthcare,35,Health Care,200
6186 HK Equity,06186.HK,Consumer Staples,30,Consumer Staples,1000
6188 HK Equity,06188.HK,Information Technology,25,Consumer Discretionary,500
6189 HK Equity,06189.HK,Properties & Construction,20,Industrials,500
6190 HK Equity,06190.HK,Financials,40,Financials,200
6193 HK Equity,06193.HK,Properties & Construction,45,Information Technology,2000
6196 HK Equity,06196.HK,Financials,40,Financials,1000
6198 HK Equity,06198.HK,Industrials,20,Industrials,1000
6199 HK Equity,06199.HK,Financials,40,Financials,1000
6210 HK Equity,06210.HK,#N/A,#N/A,#N/A,#N/A
6230 HK Equity,06230.HK,#N/A,#N/A,#N/A,#N/A
6288 HK Equity,06288.HK,Consumer Discretionary,25,Consumer Discretionary,300
6388 HK Equity,06388.HK,#N/A,#N/A,#N/A,#N/A
6488 HK Equity,06488.HK,#N/A,#N/A,#N/A,#N/A
6805 HK Equity,06805.HK,Industrials,20,Industrials,2000
6806 HK Equity,06806.HK,Financials,40,Financials,800
6808 HK Equity,06808.HK,Consumer Staples,30,Consumer Staples,500
6811 HK Equity,06811.HK,Consumer Discretionary,25,Consumer Discretionary,1000
6812 HK Equity,06812.HK,Consumer Discretionary,20,Industrials,5000
6813 HK Equity,06813.HK,#N/A,#N/A,#N/A,#N/A
6816 HK Equity,06816.HK,Properties & Construction,20,Industrials,2000
6818 HK Equity,06818.HK,Financials,40,Financials,1000
6819 HK Equity,06819.HK,Consumer Discretionary,35,Health Care,500
6820 HK Equity,06820.HK,Information Technology,50,Communication Services,2000
6822 HK Equity,06822.HK,Consumer Discretionary,25,Consumer Discretionary,2000
6823 HK Equity,06823.HK,Telecommunications,50,Communication Services,1000
6826 HK Equity,06826.HK,Healthcare,35,Health Care,100
6828 HK Equity,06828.HK,Utilities,10,Energy,8000
6829 HK Equity,06829.HK,Properties & Construction,20,Industrials,10000
6830 HK Equity,06830.HK,Consumer Discretionary,25,Consumer Discretionary,2000
6833 HK Equity,06833.HK,Healthcare,35,Health Care,4000
6836 HK Equity,06836.HK,Consumer Staples,30,Consumer Staples,2000
6837 HK Equity,06837.HK,Financials,40,Financials,400
6838 HK Equity,06838.HK,Consumer Discretionary,25,Consumer Discretionary,2000
6839 HK Equity,06839.HK,Utilities,55,Utilities,1000
6855 HK Equity,06855.HK,Healthcare,35,Health Care,100
6858 HK Equity,06858.HK,Consumer Discretionary,25,Consumer Discretionary,500
6860 HK Equity,06860.HK,Information Technology,50,Communication Services,1000
6862 HK Equity,06862.HK,Consumer Discretionary,25,Consumer Discretionary,1000
6863 HK Equity,06863.HK,#N/A,#N/A,#N/A,#N/A
6865 HK Equity,06865.HK,Industrials,15,Materials,1000
6866 HK Equity,06866.HK,Financials,40,Financials,2000
6868 HK Equity,06868.HK,Consumer Staples,30,Consumer Staples,1000
6869 HK Equity,06869.HK,Information Technology,45,Information Technology,500
6877 HK Equity,06877.HK,Financials,40,Financials,5000
6878 HK Equity,06878.HK,Properties & Construction,40,Financials,2000
6880 HK Equity,06880.HK,Industrials,20,Industrials,2000
6881 HK Equity,06881.HK,Financials,40,Financials,500
6882 HK Equity,06882.HK,Consumer Discretionary,25,Consumer Discretionary,2000
6883 HK Equity,06883.HK,#N/A,#N/A,#N/A,#N/A
6885 HK Equity,06885.HK,Energy,10,Energy,1000
6886 HK Equity,06886.HK,Financials,40,Financials,200
6888 HK Equity,06888.HK,Properties & Construction,20,Industrials,1000
6889 HK Equity,06889.HK,Consumer Discretionary,25,Consumer Discretionary,200
6890 HK Equity,06890.HK,Materials,15,Materials,2000
6893 HK Equity,06893.HK,Healthcare,35,Health Care,2000
6896 HK Equity,06896.HK,Healthcare,35,Health Care,500
6898 HK Equity,06898.HK,Industrials,35,Health Care,2000
6899 HK Equity,06899.HK,Information Technology,50,Communication Services,1000
6908 HK Equity,06908.HK,Consumer Discretionary,45,Information Technology,5000
6918 HK Equity,06918.HK,Consumer Discretionary,25,Consumer Discretionary,2000
6919 HK Equity,06919.HK,Consumer Discretionary,20,Industrials,100
6928 HK Equity,06928.HK,Consumer Discretionary,25,Consumer Discretionary,4000
6933 HK Equity,06933.HK,Information Technology,50,Communication Services,2000
6958 HK Equity,06958.HK,Properties & Construction,20,Industrials,1000
6966 HK Equity,06966.HK,Consumer Discretionary,25,Consumer Discretionary,10000
6968 HK Equity,06968.HK,Properties & Construction,60,Real Estate,1000
6969 HK Equity,06969.HK,Consumer Discretionary,25,Consumer Discretionary,1000
6978 HK Equity,06978.HK,Healthcare,35,Health Care,1000
9618 HK Equity,09618.HK,Information Technology,25,Consumer Discretionary,50
9668 HK Equity,09668.HK,Financials,40,Financials,500
9900 HK Equity,09900.HK,Properties & Construction,20,Industrials,4000
9906 HK Equity,09906.HK,Healthcare,35,Health Care,2000
9908 HK Equity,09908.HK,Utilities,10,Energy,500
9909 HK Equity,09909.HK,Properties & Construction,20,Industrials,500
9911 HK Equity,09911.HK,Information Technology,25,Consumer Discretionary,2000
9916 HK Equity,09916.HK,Properties & Construction,20,Industrials,2000
9918 HK Equity,09918.HK,Industrials,45,Information Technology,8000
9919 HK Equity,09919.HK,Consumer Discretionary,50,Communication Services,2000
9922 HK Equity,09922.HK,Consumer Discretionary,20,Industrials,1000
9923 HK Equity,09923.HK,Information Technology,25,Consumer Discretionary,400
9926 HK Equity,09926.HK,Healthcare,35,Health Care,1000
9928 HK Equity,09928.HK,Properties & Construction,20,Industrials,1000
9929 HK Equity,09929.HK,Properties & Construction,20,Industrials,10000
9933 HK Equity,09933.HK,Materials,15,Materials,4000
9936 HK Equity,09936.HK,Materials,15,Materials,2500
9938 HK Equity,09938.HK,Properties & Construction,20,Industrials,5000
9939 HK Equity,09939.HK,Healthcare,35,Health Care,500
9958 HK Equity,09958.HK,Consumer Discretionary,50,Communication Services,1000
9966 HK Equity,09966.HK,Healthcare,35,Health Care,1000
9968 HK Equity,09968.HK,Properties & Construction,60,Real Estate,2000
9969 HK Equity,09969.HK,Healthcare,35,Health Care,1000
9977 HK Equity,09977.HK,Consumer Staples,30,Consumer Staples,1000
9978 HK Equity,09978.HK,Properties & Construction,60,Real Estate,4000
9979 HK Equity,09979.HK,Properties & Construction,60,Real Estate,1000
9983 HK Equity,09983.HK,Properties & Construction,20,Industrials,1000
9986 HK Equity,09986.HK,Consumer Discretionary,25,Consumer Discretionary,2000
9988 HK Equity,09988.HK,Information Technology,25,Consumer Discretionary,100
9989 HK Equity,09989.HK,Healthcare,35,Health Care,500
9990 HK Equity,09990.HK,Information Technology,45,Information Technology,1000
9996 HK Equity,09996.HK,Healthcare,35,Health Care,1000
9997 HK Equity,09997.HK,Healthcare,35,Health Care,500
9998 HK Equity,09998.HK,Properties & Construction,20,Industrials,5000
9999 HK Equity,09999.HK,Information Technology,50,Communication Services,100
